,gam,gam_arima,gam_arima2,gam_sa,kal_gam_static,kal_gam_dyn_gs,kal_gam_dyn_em,kal_gam_dyn_big,rf,rf_arima,gb,gb_arima
277,61198.9578872172,61713.340721034096,60802.8929825718,56590.6264933773,62663.91370885944,61533.630806861554,61743.3634460721,61696.577919628384,63227.58854166665,62532.28967042496,63870.18459246051,61972.09150496712
278,54840.6867204551,53966.08677403142,54697.6912637457,54840.6867204551,55699.20504687064,55005.86855699124,55202.553105800085,55540.95481434123,56389.66583333331,55393.68118974594,57161.48897796812,55332.01430904653
279,52865.3198577515,51865.72565382498,53186.7930900927,52810.6990902366,53387.89052441896,52866.86398545701,53834.472650141695,56062.789440561566,55108.04354166666,54330.33320111719,54364.99914783679,52696.71549615528
280,59238.3743681299,58400.10252116526,59520.367217446,51775.7663517961,59150.60776494328,57925.46218503128,59451.38710362477,60093.77494009076,59272.94500000002,58295.89104240789,60925.25428568271,59574.55061163184
281,58263.7003866445,57057.79180545606,58299.9789027744,52612.2868536638,57747.68874984139,56618.50243369708,57979.23747982885,55024.39346561053,58724.29604166666,58434.672187806194,57430.27689857884,56124.64870719293
282,56783.9138497985,55085.67516484737,56359.485482091,51549.4470909707,55991.78836949171,54925.35026605628,55647.75385632154,55830.1862851004,58102.14895833333,56553.75084154858,56264.966897984144,54904.36488187088
283,58357.432783479,56983.86906083505,57812.1829521068,53190.8943780329,58258.9305496019,57414.52359107549,58451.34501438384,57677.1764873474,58868.93249999997,57059.48002075152,56287.5847391566,55131.675596525776
284,58004.6931956306,56198.76725115505,57546.2711737285,53396.3618017907,61916.01293269073,61286.39733160921,61330.275410216615,58738.714192090745,60279.88666666669,58495.965622978576,56554.12048834025,55925.85780668325
285,59183.546307693,57180.36544204463,59114.4110348697,59183.546307693,58156.48790831256,57737.75974925939,55483.03313727802,53489.39174374065,62357.298750000016,60217.843145212304,60331.69554734675,60159.49480557788
286,60307.2208284523,58609.6314119697,60871.1205003388,60252.6000609374,59003.09604465389,58846.11887237997,60589.095097006735,60695.463079275774,63356.83750000003,62317.244479199566,60515.99187541607,60752.20680074919
287,67326.2916107897,67166.573653482,67997.8656731785,59863.6835944559,66268.91355233589,65421.88700713291,63446.08826086567,66057.76133139881,67944.0277083333,66043.51916585017,65777.92823038822,66361.88001681172
288,66491.7245522496,63890.354352322254,65918.5989570866,60840.311019269,65822.10551315543,65109.92480217604,64584.07375598629,63607.324252835046,65968.175625,63073.57851278103,67032.52783284568,66561.07572146266
289,67151.7574393923,66890.83736058637,66297.4573608506,61917.2906805644,66554.93268751314,65910.3655881601,65585.98542256656,65275.83853694451,66083.94125,64016.32935057664,67728.28672145066,66783.13962909108
290,67441.13859917,67408.75952876496,66498.9036400441,62274.6001937238,67361.0892472532,66703.92362027534,66332.61855548706,65951.11610792698,67106.71999999997,65509.85772712422,67884.75891849036,66810.17002497044
291,64312.2169998288,63934.67760684141,63918.6078522099,59703.8856059888,68721.14001471622,68119.26897268964,67045.3917077257,65958.39765037432,67964.72541666667,66359.28268217827,67625.48485277982,66127.68023232477
292,64855.2718919537,66878.33929093955,65184.3114483134,64855.2718919537,64930.80710796252,64535.44786083218,62901.53090537216,61605.4692203605,68186.94375000005,65120.46958980655,68044.78869097374,65529.71749066637
293,66299.3855430784,67504.78260187795,66889.2657198733,66244.7647755635,67025.74373607947,66833.96938366251,68300.28334636735,67511.31954701403,68662.63166666667,66725.05477966229,68733.26876416375,66998.30899732739
294,75538.8701038656,73154.93028127572,75369.8193817531,68076.2620875318,74654.63167390756,73521.52003853844,68534.0638211738,69578.17719750456,75525.80479166663,73908.46413897227,74812.42714979131,72717.56250979776
295,77564.3279558594,77080.84932510015,77589.2684209388,71912.9144228787,77349.17958974418,76461.65342217138,76517.72640908194,73956.156337274,75906.94374999998,75029.38458735525,77559.31268636535,76558.6582797757
296,78359.6634036401,76820.85417247453,78236.3561611763,73125.1966448122,78704.93668265584,77944.52799446661,78836.56512750489,77793.72382113372,77086.70666666667,76566.14661583709,78167.15257747163,77180.7234352051
297,79237.5233682508,77153.3496419791,78918.3436772454,74070.9849628047,79662.10430825352,78971.98339556465,79284.93788802956,78820.14310540119,77481.30604166666,76650.87761671816,79350.2239879638,78479.6773133305
298,79530.8172130809,80024.17645440107,79445.0995356782,74922.485819241,80038.72463710717,79454.78760186791,79549.91110862534,79094.82289159656,77846.64062500003,78311.61627930622,81428.82332054828,81071.40379870315
299,75075.1315219254,73821.88402327098,75355.4953193455,75075.1315219254,75995.811098326,75900.47438674844,76817.77544394178,76253.06343693391,79261.4910416667,79531.621505412,78449.21502536326,77098.05840080265
300,72899.332374631,72720.95813926784,72765.2809664368,72844.711607116,73693.24229881304,73574.66900467033,73167.65058471357,74953.75007193447,76017.55375000004,74569.19090227509,74637.6470386526,72798.21304415211
301,79967.5425495785,80158.62892369935,79890.0255943234,72504.9345332448,80382.59663544617,79286.28267170815,78389.20892937429,76847.81283056966,81116.29041666671,80238.00836203148,81253.60554780487,79752.08416797729
302,78164.3188070113,77484.08943542503,78266.0237384642,72512.9052740306,78144.43996108796,76985.85990952297,77848.15640863513,74846.6516046057,78374.28625000002,77861.58630376945,78318.99036329247,76976.26110698596
303,73643.6641733656,73308.96250576881,73606.5419949732,68409.1974145378,73679.66225239736,72528.40766194196,73771.93853736676,75713.116172666,73388.77229166668,72983.87457966403,71929.9415754231,70674.13963571524
304,70417.2725266855,69606.89208467898,70057.9479915641,65250.7341212394,70475.41684288086,69345.6606119792,69643.50377952616,71587.5021027335,69696.78833333329,68389.41836480147,70800.82830188016,69507.81143742977
305,71072.8764435951,72004.78513705386,70607.1118545444,66464.5450497552,72013.20432358333,71139.36254825637,70899.76421902918,70957.32874696719,71586.30062499999,69596.49459542602,71968.23150683824,70304.90582172744
